Tijd,S,X
0,0.029934283060224654,4.308678494144077e-05
1,0.032929129777787725,0.0001394216714870698
2,0.015293914845551823,4.6771020256886266e-05
3,0.05146705823842525,0.00011927286705208117
4,0.010578011167275754,0.00011502165909476022
5,0.01068995451381839,4.401802712355756e-05
6,0.024721379012226256,-8.313703079057215e-05
7,-0.014416411029181574,4.4021557880795255e-05
8,-0.00025492494027983675,0.00014602333783021108
9,0.0018254608604639441,-5.060470967211626e-05
10,0.04888175868925028,0.00010496574279552537
11,0.021138502417597196,-6.360280828677996e-05
12,0.009010127650628157,0.00018372400940223552
13,-0.0029817856531465722,0.00025124253801414077
14,0.007874375359506993,0.00014283869134509722
15,0.007840144758270062,0.0006350583347595172
16,0.01938302143902338,-1.4184956838354031e-05
17,0.0357377444388007,-5.99162755333569e-05
18,0.023651944975715336,-0.0002873499315716195
19,-0.006405541477536435,0.0003954542758793735
20,0.03384102725624724,0.00042700591538134553
21,0.01716436316290694,0.000281033654063393
22,-0.009257673711718244,0.00012423810059528675
23,0.010397649672619412,0.001005828340187264
24,0.025800617082975864,-0.0004112551864843963
25,0.025316020974041495,0.0003652248940501547
26,0.00614783376587002,0.001054554549937122
27,0.03844580332058885,0.0013916755315615996
28,0.003026010830185274,0.0005479943821051132
29,0.02489621319101355,0.00172455929504409
30,0.009672052562570258,0.0007819148894746
31,-0.001959525038004957,-0.00020711441011052388
32,0.03311834972393161,0.0027328710960692316
33,0.016798330492753838,0.002551714808642763
34,0.024395811477874604,0.0004959752991917037
35,0.02411705255417894,0.003889528888298288
36,0.016869187061337696,0.004306157547911818
37,-0.027954594769595588,0.0033485639913172363
38,0.018481810012910584,0.0014089112520450499
39,0.018259330291576222,-0.002168196449322487
40,0.012817852019484325,0.003250745333162568
41,0.03990858831375553,0.0012572713078178885
42,0.003018712194273866,0.001414786320272629
43,0.02949212198283792,0.004098469523114953
44,0.007057818350963129,0.005061273386997721
45,0.016015387108701533,0.007125990053481711
46,0.004220691227557796,0.0026283960593328154
47,0.008336236840693883,-0.0019525599337018315
48,0.017163737109845343,0.005710066816665865
49,0.012820711113317864,0.0037154644813279757
50,-0.005090660661869714,0.003006280503073288
51,0.007720959616312376,0.0010934049733825717
52,0.009421152423690649,0.008247768117644555
53,0.03093649893562491,0.007304279139808172
54,0.012839276138873812,0.006071350523178675
55,-0.008922163100355353,0.006711069311457138
56,0.009783532720166127,0.024996284623577406
57,0.007078999408741937,0.009797503659948983
58,0.0080383140045427,-0.0013191992747288786
59,0.016967767170305546,0.014181541965541517
60,0.013506155911582806,0.0007564027166089672
61,0.01729260559354988,-0.0034471617010429934
62,0.010928377161040679,0.028031156182296915
63,6.256005890644453e-05,0.0038907543314763114
64,0.007001474438350318,0.004535351015094155
65,-0.0033889865037821133,0.009912681832372023
66,-0.00037197742810148645,0.013851632082955886
67,0.00046834355595946724,0.02423894258786413
68,0.0012306569947585352,0.006505423763899057
69,0.010090127071981475,-0.0022329831242737363
70,0.006711493697049537,0.022463786165711024
71,-0.003272660339256759,0.011598261885939777
72,0.006702536467284467,0.017525401479048172
73,-0.001247300207809476,-0.0031639249759492453
74,0.007940694667941811,0.012845752770678724
75,0.006476270496726787,0.013370385288716686
76,0.0016469614276249252,0.012262690257438095
77,0.006621691696512422,0.002847636790319641
78,0.014613346621892488,0.014714029024563343
79,-0.0009721025160516379,0.016557974376338526
80,0.0001282836667550356,0.01788021186316472
81,0.01091126646690529,0.0017955617323545635
82,0.009905079472056415,0.014155946190497395
83,0.00917738372548323,0.029041349016754762
84,0.0037958245801410534,0.00246997668923402
85,0.0005551586379475828,0.0018480583529297302
86,0.004633176683243899,0.013460396986702998
87,0.006404623595299228,0.01834290744948117
88,0.005078765954964641,0.02463571236233872
89,0.0036848937154754097,0.037360005820453956
90,0.008143142923050867,0.0014346957869254932
91,-0.0003549911965710084,0.014891448486039589
92,0.0038874282874289704,0.017218700615113436
93,0.007373553944370775,0.00931496779904361
94,0.0007666586000222748,-0.005172804604119558
95,0.0027692802516840294,0.018652646264881494
96,0.006073800061175711,-0.002469223790689083
97,0.005868539223753166,0.01392035955186391
98,0.0005809263794193283,0.011593519146672506
99,0.005292636765116539,-0.0014367076364033265
