tijd,C6H5NO2,C6H6,N2O5
0,0.0,0.027926035482432228,0.0
1,3.128816081834461e-07,0.02639939707752195,8.806788216670035e-05
2,1.266361295023078e-06,0.04123471835605689,0.00015227297826787364
3,2.011907419509511e-06,0.022818179710264286,0.00022838690313643805
4,3.132126716923194e-06,0.0012834463208573274,5.4459196542377616e-05
5,3.1182861758349206e-06,0.01456064499187,0.0005712577163620469
6,3.387949151055431e-06,0.008639063664223512,0.001023990069902097
7,7.440912692724284e-06,0.03028899503290647,0.00019780088193773458
8,7.916689029899773e-06,0.030819149107571137,0.0003328052971660576
9,1.623290642159205e-05,0.020360498214908304,0.0007514837396008082
10,1.1707963017220152e-05,0.05585752950883885,0.0009685617775492065
11,9.476287330753087e-06,0.04078550643492079,0.0004168562737876801
12,2.6242063671795965e-05,0.0005807486803770662,0.00039114187997821564
13,3.0405900493400778e-05,0.03929711092259956,0.0013662182078213864
14,3.002525287845982e-05,0.024294470129960697,0.00035249311238021576
15,2.3243896959280095e-05,0.02193633621795214,0.0022087077771164856
16,4.806066263456922e-05,0.0033649370786272177,0.001786724827180684
17,3.7112075966573276e-05,0.01872241996559969,0.0021281873262008867
18,7.751820487593059e-05,0.041333669114713936,0.0009991361937445944
19,4.782708457367283e-05,0.032756983587659744,0.0026970270849820304
20,4.731713893650908e-05,0.02540348267093362,0.000850624390052317
21,2.736985804101398e-05,0.03923995873382366,0.0033463944118548037
22,7.152107301018632e-05,0.04175592475104367,0.0024610276083910938
23,5.453060661389435e-05,0.032711778735382856,0.003845482792606794
24,8.544519660652001e-05,0.04920364668329791,-0.0007012434940653831
25,0.00013222317200115106,0.028704850907906424,0.0020002056773160783
26,0.00010523052611003325,0.00017036099243533664,0.002172187282453559
27,0.0001269368546597262,0.047491046269069165,0.0018730621200207707
28,6.849971863404026e-05,0.02038488105856308,0.003813074498980466
29,0.00014255783020912936,0.019931545464186413,0.0033967119559275938
30,0.0001363715135199145,0.04009906948964116,0.0018105363302342622
31,0.00011526771621787105,0.021639763271812266,0.0007715413777326695
32,0.0001673969566058034,0.03031956416587273,0.002969911084683647
33,0.00013586859505743427,0.007810969278665158,0.0024069467866617428
34,0.0001343976151554026,0.01594372644319112,0.002880634269996943
35,0.00020507252955404568,0.05154218990399716,0.00349915929022744
36,0.00020223754450769246,0.02544470409523244,0.00013414132236756705
37,0.00018537390389244173,0.02712417283993561,0.007558495097089639
38,0.00017777902509434694,0.030189538022048174,0.003410591445435666
39,8.548490910078992e-05,0.041072300856747346,0.00489060539339381
40,0.0002996844102402663,0.01420002229971281,0.006188704476622474
41,6.697982195611572e-05,0.03355654505632574,0.00779465014395111
42,0.00011774520072716395,0.01852878511938946,0.003992077931172159
43,0.00018161900057392773,0.005785486048974983,0.0040178549182644475
44,0.00011827546573652654,0.031730237848879586,0.0021430038062372455
45,0.0004648995716052541,0.01554960944681159,0.003395979283641645
46,0.0003821783664236961,0.00979249703316358,0.004598424622874629
47,0.00046551882621797267,0.004978711710647159,0.0045981813333914375
48,0.00032934038827592483,0.035152293273440986,0.0016367223507114679
49,0.00010244093059029645,0.03174839822596465,0.005018920809398633
50,0.0003506460532659422,0.029427787471970623,0.0029367724768384696
51,0.0003591881336762028,0.02864979537375543,0.0029114451485813013
52,0.0006419005159151406,0.030791335031291195,0.001863331113523338
53,0.00045486341996329744,0.01271360254474434,0.006531537057712202
54,0.0005572860737848714,0.014567661921263653,0.00706092199809829
55,0.0004383547664824428,0.034727367606827445,0.009437253778593398
56,0.00032803888695198853,0.015277756916018351,0.002732590143686745
57,0.0002276800412950831,0.023482666595970078,0.005851660694036632
58,0.0004498832758433794,0.03439411018136763,0.005109179130484212
59,0.0007009601741702419,0.021030619850964407,0.01216174656747052
