tijd,C6H5NO2,C6H6,N2O5
0,0.0,0.02917041419297289,0.0
1,2.3172509514664779e-07,0.028499752055540943,9.507406965670383e-05
2,9.311165209490087e-07,0.034373861712193796,0.0001802979635316974
3,1.7543133666240264e-06,0.026947219129518866,0.00026998319024319376
4,2.9293071142373656e-06,0.018273294696825093,0.0002593528254935813
5,3.850020843901403e-06,0.02352414131981554,0.0005247157039169227
6,5.078282789465094e-06,0.021095478601777823,0.0007641582371788526
7,8.00904231712304e-06,0.02969542785880864,0.0004917414912689888
8,9.693134864637336e-06,0.029847477332870152,0.0006035147401457053
9,1.4692642281750816e-05,0.025604020192739937,0.0008284733694940343
10,1.4730830245862585e-05,0.039742854753649755,0.0009725102933470049
11,1.5858515237455477e-05,0.03365408882769524,0.0008087542553304171
12,2.4753240612401065e-05,0.01751225377637447,0.0008551178250521165
13,2.8771092690947185e-05,0.03293889498115958,0.001301523572268411
14,3.1130896445277807e-05,0.02687796673991493,0.0009521373640805878
15,3.108606025677042e-05,0.02587487647640665,0.0017504583694112113
16,4.383270722983689e-05,0.018386518137570303,0.001637233961488839
17,4.242177168823858e-05,0.024469753672280343,0.0018291238324874713
18,6.169743718157979e-05,0.03345453998359569,0.0014325469069409085
19,5.307507417562214e-05,0.02996419990491344,0.002166488003624039
20,5.626220860239824e-05,0.026963184359553367,0.001482455435299312
21,5.180897869290729e-05,0.03243821217127514,0.0025350375337814877
22,7.312385357060328e-05,0.03338509368094246,0.0022349141262816507
23,7.010929927405843e-05,0.029707989013130286,0.0028424700131228246
24,8.638029594588673e-05,0.036245351651416687,0.0010773062983214059
25,0.00010911651483584773,0.027986513553534334,0.002211168211501585
26,0.00010246079214253175,0.016513465489940433,0.002333000947467345
27,0.00011539797090805001,0.035382557587698045,0.002266150924371689
28,9.638790343107422e-05,0.024480982138819676,0.0030947180602315548
29,0.0001304828485562956,0.024240613799931414,0.002980499593405224
30,0.000132583781682097,0.032248667118854726,0.0023981224446842477
31,0.00012881839938366763,0.024806068627706578,0.0020343862627666184
32,0.00015444389826691312,0.028219195676941478,0.002965366749844184
33,0.0001467010835362911,0.019157049448704097,0.0027915865091566864
34,0.00015107308145001047,0.022351531346625,0.003032241885568447
35,0.0001843925016651442,0.03653238526997508,0.0033306091729494738
36,0.00018839430304894663,0.026034951124888562,0.002035338114282636
37,0.00018686820796831905,0.026648392623702558,0.00505559658149053
38,0.0001891301004314167,0.027816289002300158,0.0034467350491028635
39,0.00015759006715141224,0.03211124287149934,0.004088825473290471
40,0.00024872262685073017,0.021304280651005106,0.0046579367653970735
41,0.00016116613117182004,0.028988941405487127,0.005349975371039554
42,0.0001870676942454134,0.022919993459668095,0.0038783973396247285
43,0.00021828024649300562,0.017764936110261913,0.0039379513072387105
44,0.00019867109169802058,0.028085207176557093,0.003237048127384527
45,0.00034311188337803934,0.02155543599249071,0.003787071417586678
46,0.0003158751614660474,0.019195182742157674,0.004316680197912757
47,0.0003551214942821312,0.017212373519664623,0.004365012752258402
48,0.0003066162273817826,0.029224626097628097,0.003228660043925767
49,0.00022187595727409537,0.02780600505512955,0.004629573181458799
50,0.00032722869488643376,0.0268208164155822,0.003844552153571351
51,0.00033676520599676657,0.02645279554384366,0.0038820657363016074
52,0.0004560166857280842,0.027252709259117536,0.003510272479765236
53,0.00038741312221470225,0.01996503753996095,0.005424816669677594
54,0.00043463614944113207,0.02065020748699973,0.005683643500854274
55,0.0003933582685039712,0.02865776233566729,0.006681061675634556
56,0.00035556526307390886,0.020821718428114557,0.004045895833327811
57,0.00032179184636060674,0.02404761183878865,0.005340039332450174
58,0.00041707814572164036,0.028356249320973685,0.005089379150690619
59,0.0005239468057557226,0.022955045183334678,0.007956557279907853
60,0.000468864904355979,0.020005955392340836,0.004109623829099628
61,0.0004688055988358288,0.02297766352670885,0.006063741263265546
62,0.00047992099296709456,0.023611296443335008,0.004470565544450486
63,0.00031320619126701146,0.02173668453586727,0.00639261048505853
64,0.000480011404497193,0.017852490494010692,0.0057248946525771
65,0.0005076170421047168,0.019497882043995232,0.005780831078659559
66,0.0004879421173440378,0.018199963885089016,0.006089952143833007
67,0.0005487253725629924,0.028592844840934432,0.006971387904821972
68,0.0003654779650111982,0.01902000978961686,0.006432919711345489
69,0.0005685781231026154,0.025722637066968437,0.010457187340407225
70,0.0005868793455064903,0.028505777201824244,0.00712091861921482
71,0.0006079760304246262,0.021680682255623654,0.006972291278319468
72,0.00046421166155344426,0.02195803424945531,0.005531895185590797
73,0.0005694520292505779,0.033588952158137925,0.0038843131457126467
74,0.0006499270108914328,0.015493807127121954,0.005680208872087773
