Tijd,S,X
0,0.020496714153011235,4.965433924707204e-05
1,0.020632249352969267,5.946772271491559e-05
2,0.01973614331903686,6.0354758541340504e-05
3,0.021530185412338816,7.00730680631752e-05
4,0.019470701561924462,7.658824523854944e-05
5,0.019460684169214666,8.047051499613313e-05
6,0.020145910738318347,8.232282401793082e-05
7,0.018171790256920055,9.774434609070673e-05
8,0.018861575476562868,0.00011285372727963987
9,0.01894607474540428,0.00011406943129798235
10,0.021277942674892174,0.00013404498468134375
11,0.019868210114130123,0.00013907512949298348
12,0.019237373625825505,0.00016629688536284304
13,0.018611287276715696,0.00018605980439278903
14,0.01912526937815022,0.00019872115152071032
15,0.019092135708653545,0.00024326994943771912
16,0.019634958030457228,0.000232794340477268
17,0.020415156402797636,0.00025474517974593424
18,0.0197697627650417,0.00027008695104912997
19,0.018221840801288944,0.00033366170177894297
20,0.020184771477984063,0.00036765950195670667
21,0.01929674739942645,0.0003960568094656222
22,0.017916188129649492,0.00042749962815421893
23,0.018833707536584483,0.000514793190894827
24,0.019532255166754196,0.0004914580359305844
25,0.01942946776564916,0.000582505270037395
26,0.01838489025863097,0.0006743332132738967
27,0.01990531416481141,0.0007541513553032944
28,0.018030800511252082,0.0007810244871247376
29,0.019010943172127072,0.0009155339157017179
30,0.01812568295923229,0.0009512678243693211
31,0.017408482027754527,0.0009924579741233562
32,0.01901425348837046,0.0012384954501048547
33,0.018036670863481086,0.0013375129998053794
34,0.018240507180719776,0.001352504492022076
35,0.018035053363900388,0.0016503468966789117
36,0.01746465880288104,0.0018104026427998745
37,0.014997976576088826,0.0019134798044744712
38,0.017075846965728208,0.0019798317599216083
39,0.01680139569229926,0.001977304497216352
40,0.016245814721189328,0.002438109780929624
41,0.017295986345684636,0.002542277933642429
42,0.015125770016737055,0.002768312833015354
43,0.016102091171210677,0.003135153237511437
44,0.014611419198496308,0.0034304331233105468
45,0.014669085011249961,0.003795055897739074
46,0.01366865598245538,0.003845291101050965
47,0.013444499315495571,0.003904253592014
48,0.01343846242318998,0.004587109777524641
49,0.012758747717572136,0.004797259927740485
50,0.011388385302712793,0.005079878918893093
51,0.011545447997894328,0.005308161946989422
52,0.011142265834752047,0.005992941043084389
53,0.011729701239163169,0.006272924035463694
54,0.010341227090476877,0.006535275748584717
55,0.008779316851988793,0.0068847129092436885
56,0.009255533222541343,0.008106531036160672
57,0.008680750861731673,0.007641077582030741
58,0.008312918926676653,0.007363811740267047
59,0.008370885646952318,0.00839913409012624
60,0.007839249308284765,0.00796809710962852
61,0.007701659666297044,0.007976938804287194
62,0.007088884681565799,0.009748202143471154
63,0.006283146788654623,0.008717012389157681
64,0.006398718708506234,0.008904254364961728
65,0.005677202180903648,0.009308449024180595
66,0.005653270998983543,0.00962249343406672
67,0.005545255834007796,0.010242373721214705
68,0.005455497803679738,0.00944136759433888
69,0.005790158249579092,0.009077011962261555
70,0.00552997560373328,0.010372984024201544
71,0.004954248671639658,0.009880971570959062
72,0.005389096663248169,0.01022014575812117
73,0.0049384015753180886,0.009221322239595571
74,0.005353637604997489,0.010051392760588617
75,0.005243839233251007,0.010102128321724557
76,0.004972142570388091,0.01006699597939107
77,0.005195937283792449,0.009612952048939872
78,0.005574970062104789,0.010220038091427163
79,0.0047787890606758344,0.01032356223102544
80,0.004819902454937526,0.010398989391830978
81,0.005347622238117308,0.009602413037378073
82,0.0052879298945815055,0.010226717493515286
83,0.005243845407495876,0.0109761451916781
84,0.004968450865313175,0.009651807563391719
85,0.004801238344431308,0.009624180709657343
86,0.005000892772484293,0.010207641858981804
87,0.0050859837165007395,0.010454099088638273
88,0.005016839231992416,0.010770649154643703
89,0.004944809804119998,0.01140842814257864
90,0.005165809515921723,0.009613443565704554
91,0.004739335406365494,0.01028733080299124
92,0.004950172943609431,0.01040455280726191
93,0.00512342746080805,0.01001007039253908
94,0.004792222005818195,0.009286258019778703
95,0.004891647949394706,0.010478002632284347
96,0.005056296699216934,0.009422295542267005
97,0.005045560361686458,0.010242091511196923
98,0.00478079315834757,0.01012600820977478
99,0.005016062098861159,0.009474708727643218
