Tijd,S,X
0,0.022980284918067397,4.7926035482432234e-05
1,0.023868270517395176,8.050823554969301e-05
2,0.01856713582601448,5.678009057174728e-05
3,0.029408309840256296,8.302038358657151e-05
4,0.01713051987912217,8.670230151649966e-05
5,0.017152597417794593,7.087775502966588e-05
6,0.021349981336715167,3.878075696306163e-05
7,0.009595947813209101,8.360677024599318e-05
8,0.013830917472130578,0.00012158257216136913
9,0.014440650038841034,7.073413104269325e-05
10,0.02854210478393378,0.0001263925526061284
11,0.02020249756241093,8.573883007725626e-05
12,0.01654599310603673,0.00017088297063636736
13,0.012928899663594047,0.00020321315534577633
14,0.016164507794296738,0.00018401524094818056
15,0.016131085458552626,0.00034637215610135017
16,0.019568658927448322,0.0001677997885521043
17,0.024447416412272126,0.000171939533619805
18,0.020791389662587395,0.0001233930345699854
19,0.011740950727913844,0.0003499229054895826
20,0.023778522998579636,0.00038327697917371693
21,0.018735593652973948,0.00036578755804398294
22,0.010765171855605351,0.00034769396300713155
23,0.016613692309225256,0.0006440129670244157
24,0.021181824092075686,0.0002539019247687475
25,0.02097856071522609,0.0005253262237249633
26,0.015164612234220193,0.0007743914597642192
27,0.02478439025843705,0.0009219208753712695
28,0.01408217164781345,0.0007197007752774681
29,0.02055969844025509,0.0011284353313181315
30,0.015901043381163334,0.0009067012625549208
31,0.01231163806308098,0.0006767810309039142
32,0.02272585776088655,0.0016317521990428486
33,0.01771079181855286,0.0016570397916046908
34,0.019860324101023678,0.0011271020728561884
35,0.019635579466605272,0.002239605315526116
36,0.017307955713001213,0.0024671802494082807
37,0.003694668327224508,0.002291133537854146
38,0.017445837241302515,0.0018295895210067247
39,0.017185062692108986,0.0008863831954956046
40,0.015343719273372221,0.0026519612420435566
41,0.023246671074124342,0.0022041182952675497
42,0.011939702168720426,0.002412121645451479
43,0.019625783490059952,0.0033886575231965727
44,0.012623629501777051,0.00385960161375454
45,0.015023375036895112,0.004671617517671347
46,0.011182349468008647,0.0035250555637567154
47,0.012100219716863548,0.0023629868747203605
48,0.014418797867046654,0.004882624787824963
49,0.012775053874347329,0.0045125769155266665
50,0.007051794259401608,0.004534195125256302
51,0.010539003686951709,0.0041990153749876195
52,0.010689341252893786,0.0065863165890212745
53,0.01678412168560047,0.006544333273449083
54,0.010998608419002387,0.006413190162951548
55,0.00412103265400349,0.006839017225615649
56,0.009394480458758393,0.012551203032849284
57,0.008259237321471215,0.008208558128851332
58,0.008240654473483508,0.005078808841583908
59,0.010633222889940008,0.009920820373130261
60,0.009330540519678986,0.006070282795676006
61,0.01022559280504779,0.004970596566042408
62,0.008099277439322346,0.014559505837898985
63,0.004646150280826156,0.0074469444792415315
64,0.006557338637412572,0.00775454295710184
65,0.003291363053354763,0.009467457657915181
66,0.004067679307645377,0.010735424657458605
67,0.004209226287152972,0.013925681317701395
68,0.004343697590805737,0.008668750796854715
69,0.006921728992316562,0.0061006974658049
70,0.005840901417763874,0.01355477406144088
71,0.0027892726161406005,0.010332890074901355
72,0.005734738716941932,0.012142581474154592
73,0.003310585316600308,0.005962046656557462
74,0.006034442095245995,0.01078675065798075
75,0.00556816324995516,0.010962195944617222
76,0.004097094901239889,0.010644810263087657
77,0.0055711358134556,0.007832605928250337
78,0.007953490209417342,0.011402667284357737
79,0.0032653965404843945,0.011964197006107829
80,0.0035852659317316075,0.012367732147445121
81,0.006811739140429934,0.007547978483424519
82,0.006502969257074904,0.011260725045352683
83,0.006278987070124127,0.01573014619827722
84,0.0046598650007941955,0.007761852070192324
85,0.0036838489479882226,0.007577832721044813
86,0.0049041253805789265,0.011063630050487383
87,0.005432994210921395,0.012530101288860089
88,0.005033135738037738,0.014419349998773968
89,0.004613252938687211,0.018237790689387932
90,0.005949318307271498,0.007461141518657432
91,0.003398723142434836,0.01149894071958291
92,0.004670503297246152,0.012197749598801785
93,0.005715566009114031,0.009827148657408694
94,0.0037328632148192686,0.005481241539805477
95,0.004333130134207686,0.012629224640862542
96,0.005324060741837665,0.0062929483493838236
97,0.005262133746440855,0.011210056785056656
98,0.003675565058629611,0.010512195298432076
99,0.005088844905770469,0.006603283368683602
